Année,Secteurs géographiques,Numéro du quartier,Nom du quartier,Nombre de pièces principales,Epoque de construction,Type de location,Loyers de référence,Loyers de référence majorés,Loyers de référence minorés,Ville,Numéro INSEE du quartier
2023,14,45,Bel-Air,4,Avant 1946,non meublé,20.0,24.0,14.0,PARIS,7511245
2023,6,58,Necker,1,1971-1990,non meublé,29.9,35.9,20.9,PARIS,7511558
2021,13,50,Gare,4,Avant 1946,meublé,23.0,27.6,16.1,PARIS,7511350
2021,2,13,Saint-Merri,4,1946-1970,meublé,26.1,31.32,18.27,PARIS,7510413
2025,4,17,Saint-Victor,1,Apres 1990,meublé,34.9,41.9,24.4,PARIS,7510517
2020,7,60,Javel 15Art,2,1971-1990,meublé,26.4,31.68,18.48,PARIS,7511560
2024,4,7,Mail,2,1971-1990,meublé,27.2,32.6,19.0,PARIS,7510207
2025,11,48,Quinze-Vingts,3,Avant 1946,non meublé,24.9,29.9,17.4,PARIS,7511248
2025,14,76,Combat,1,1946-1970,meublé,30.1,36.1,21.1,PARIS,7511976
2025,11,41,Folie-Méricourt,3,Avant 1946,non meublé,24.9,29.9,17.4,PARIS,7511141
2019,2,31,Madeleine,3,Apres 1990,non meublé,24.6,29.5,17.2,PARIS,7510831
2023,2,3,Palais-Royal,2,1971-1990,non meublé,27.4,32.9,19.2,PARIS,7510103
2023,2,21,Monnaie,4,1971-1990,non meublé,22.8,27.4,16.0,PARIS,7510621
2025,1,23,Notre-Dame-des-Champs,3,1946-1970,non meublé,28.6,34.3,20.0,PARIS,7510623
2019,7,59,Grenelle,2,1946-1970,non meublé,22.8,27.4,16.0,PARIS,7511559
2021,2,13,Saint-Merri,2,Avant 1946,non meublé,28.6,34.32,20.02,PARIS,7510413
2021,11,48,Quinze-Vingts,4,Apres 1990,non meublé,19.7,23.64,13.79,PARIS,7511248
2020,2,24,Saint-Germain-des-Prés,4,1946-1970,non meublé,22.9,27.48,16.03,PARIS,7510624
2025,11,41,Folie-Méricourt,1,Apres 1990,meublé,29.3,35.2,20.5,PARIS,7511141
2020,6,66,Plaine de Monceaux,3,Avant 1946,non meublé,24.8,29.76,17.36,PARIS,7511766
2024,11,71,Goutte-d'Or,2,1971-1990,non meublé,24.4,29.3,17.1,PARIS,7511871
2021,4,10,Enfants-Rouges,1,Avant 1946,non meublé,31.5,37.8,22.05,PARIS,7510310
2024,2,3,Palais-Royal,1,Apres 1990,non meublé,30.7,36.8,21.5,PARIS,7510103
2023,13,72,La Chapelle,3,Apres 1990,meublé,21.7,26.0,15.2,PARIS,7511872
2020,13,75,Amérique,1,1971-1990,non meublé,21.2,25.44,14.84,PARIS,7511975
2021,13,50,Gare,2,1946-1970,non meublé,19.2,23.04,13.44,PARIS,7511350
2025,4,12,Sainte-Avoie,4,1971-1990,meublé,29.2,35.0,20.4,PARIS,7510312
2022,10,67,Batignolles,1,Avant 1946,meublé,33.3,39.96,23.31,PARIS,7511767
2024,11,68,Epinettes,2,1946-1970,meublé,28.0,33.6,19.6,PARIS,7511768
2021,5,35,Faubourg-Montmartre,2,1971-1990,meublé,25.3,30.36,17.71,PARIS,7510935
2020,5,2,Halles,4,1946-1970,non meublé,21.5,25.8,15.05,PARIS,7510102
2021,1,23,Notre-Dame-des-Champs,4,Apres 1990,meublé,34.3,41.16,24.01,PARIS,7510623
2025,4,14,Saint-Gervais,2,1946-1970,non meublé,26.0,31.2,18.2,PARIS,7510414
2024,13,50,Gare,4,Avant 1946,meublé,23.4,28.1,16.4,PARIS,7511350
2025,3,64,Chaillot,1,1946-1970,non meublé,30.6,36.7,21.4,PARIS,7511664
2019,9,46,Picpus,4,1946-1970,meublé,19.3,23.2,13.5,PARIS,7511246
2024,10,44,Sainte-Marguerite,2,Apres 1990,non meublé,23.9,28.7,16.7,PARIS,7511144
2021,11,54,Parc-de-Montsouris,2,Apres 1990,non meublé,23.4,28.08,16.38,PARIS,7511454
2019,10,42,Saint-Ambroise,1,1971-1990,meublé,29.6,35.5,20.7,PARIS,7511142
2024,1,28,Gros-Caillou,3,Avant 1946,non meublé,28.0,33.6,19.6,PARIS,7510728
2020,1,27,Ecole-Militaire,2,Avant 1946,non meublé,28.3,33.96,19.81,PARIS,7510727
2021,10,55,Petit-Montrouge,2,Apres 1990,non meublé,25.2,30.24,17.64,PARIS,7511455
2019,5,33,Saint-Georges,4,1971-1990,meublé,24.3,29.2,17.0,PARIS,7510933
2023,4,12,Sainte-Avoie,4,1946-1970,non meublé,23.7,28.4,16.6,PARIS,7510312
2021,2,24,Saint-Germain-des-Prés,3,1971-1990,meublé,26.0,31.2,18.2,PARIS,7510624
2022,2,30,Faubourg-du-Roule,3,Avant 1946,meublé,31.2,37.44,21.84,PARIS,7510830
2020,3,32,Europe,3,Avant 1946,non meublé,24.2,29.04,16.94,PARIS,7510832
2021,14,79,Père-Lachaise,1,1971-1990,meublé,26.3,31.56,18.41,PARIS,7512079
2024,12,56,Plaisance,1,1946-1970,meublé,28.3,34.0,19.8,PARIS,7511456
2023,12,56,Plaisance,4,1946-1970,non meublé,19.0,22.8,13.3,PARIS,7511456
2023,1,25,Saint-Thomas-d'Aquin,3,1946-1970,meublé,30.4,36.5,21.3,PARIS,7510725
2023,13,74,Pont-de-Flandre,2,1946-1970,non meublé,19.8,23.8,13.9,PARIS,7511974
2023,2,5,Gaillon,3,Apres 1990,meublé,29.0,34.8,20.3,PARIS,7510205
2020,4,11,Archives,1,Avant 1946,meublé,35.1,42.12,24.57,PARIS,7510311
2024,7,60,Javel 15Art,3,1971-1990,meublé,26.0,31.2,18.2,PARIS,7511560
2024,4,9,Arts-et-Metiers,3,1971-1990,meublé,29.3,35.2,20.5,PARIS,7510309
2022,4,9,Arts-et-Metiers,2,1946-1970,non meublé,23.4,28.08,16.38,PARIS,7510309
2019,11,48,Quinze-Vingts,4,Apres 1990,non meublé,21.1,25.3,14.8,PARIS,7511248
2024,5,35,Faubourg-Montmartre,1,Avant 1946,meublé,35.5,42.6,24.9,PARIS,7510935
2019,2,22,Odeon,4,1971-1990,non meublé,22.0,26.4,15.4,PARIS,7510622
2022,2,24,Saint-Germain-des-Prés,1,Avant 1946,non meublé,33.4,40.08,23.38,PARIS,7510624
2019,10,44,Sainte-Marguerite,1,1971-1990,meublé,29.6,35.5,20.7,PARIS,7511144
2025,5,33,Saint-Georges,1,Apres 1990,non meublé,30.0,36.0,21.0,PARIS,7510933
2024,4,20,Sorbonne,2,Apres 1990,meublé,27.6,33.1,19.3,PARIS,7510520
2023,14,45,Bel-Air,2,Avant 1946,meublé,26.4,31.7,18.5,PARIS,7511245
2022,11,39,Porte-Saint-Martin,1,1971-1990,non meublé,26.4,31.68,18.48,PARIS,7511039
2023,11,71,Goutte-d'Or,3,1946-1970,meublé,22.4,26.9,15.7,PARIS,7511871
2024,11,40,Hôpital-Saint-Louis,4,Avant 1946,non meublé,22.3,26.8,15.6,PARIS,7511040
2021,5,36,Rochechouart,2,1971-1990,non meublé,22.5,27.0,15.75,PARIS,7510936
2021,8,57,Saint-Lambert,3,Apres 1990,meublé,26.6,31.92,18.62,PARIS,7511557
2021,6,66,Plaine de Monceaux,2,Avant 1946,non meublé,26.7,32.04,18.69,PARIS,7511766
2020,1,25,Saint-Thomas-d'Aquin,3,1946-1970,non meublé,25.3,30.36,17.71,PARIS,7510725
2024,4,17,Saint-Victor,4,Apres 1990,non meublé,25.1,30.1,17.6,PARIS,7510517
2022,7,59,Grenelle,3,1971-1990,non meublé,22.1,26.52,15.47,PARIS,7511559
2022,12,51,Maison-Blanche,3,1971-1990,non meublé,20.4,24.48,14.28,PARIS,7511351
2023,11,48,Quinze-Vingts,3,1971-1990,non meublé,20.1,24.1,14.1,PARIS,7511248
2023,10,55,Petit-Montrouge,4,1946-1970,meublé,23.7,28.4,16.6,PARIS,7511455
2021,6,66,Plaine de Monceaux,2,1971-1990,non meublé,25.5,30.6,17.85,PARIS,7511766
2025,4,7,Mail,4,Avant 1946,meublé,31.1,37.3,21.8,PARIS,7510207
2021,1,26,Invalides,3,Avant 1946,non meublé,26.9,32.28,18.83,PARIS,7510726
2019,10,55,Petit-Montrouge,1,Avant 1946,meublé,32.2,38.6,22.5,PARIS,7511455
2024,11,41,Folie-Méricourt,4,Avant 1946,non meublé,22.3,26.8,15.6,PARIS,7511141
2021,6,66,Plaine de Monceaux,2,Apres 1990,non meublé,23.7,28.44,16.59,PARIS,7511766
2021,5,52,Croulebarbe,3,1946-1970,non meublé,20.0,24.0,14.0,PARIS,7511352
2020,13,50,Gare,3,Apres 1990,non meublé,18.0,21.6,12.6,PARIS,7511350
2019,2,22,Odeon,3,Avant 1946,non meublé,26.2,31.4,18.3,PARIS,7510622
2025,4,6,Vivienne,4,Apres 1990,meublé,30.0,36.0,21.0,PARIS,7510206
2021,6,58,Necker,4,Apres 1990,meublé,27.8,33.36,19.46,PARIS,7511558
2019,4,8,Bonne-Nouvelle,1,Avant 1946,meublé,34.6,41.5,24.2,PARIS,7510208
2024,13,75,Amérique,1,1946-1970,non meublé,25.5,30.6,17.9,PARIS,7511975
2025,4,17,Saint-Victor,4,1971-1990,meublé,29.2,35.0,20.4,PARIS,7510517
2019,13,75,Amérique,2,Apres 1990,non meublé,20.7,24.8,14.5,PARIS,7511975
2024,11,54,Parc-de-Montsouris,4,Avant 1946,non meublé,22.3,26.8,15.6,PARIS,7511454
2020,2,21,Monnaie,4,1946-1970,non meublé,22.9,27.48,16.03,PARIS,7510621
2024,2,30,Faubourg-du-Roule,3,1971-1990,meublé,27.1,32.5,19.0,PARIS,7510830
2020,10,49,Salpêtrière,1,Avant 1946,meublé,32.8,39.36,22.96,PARIS,7511349
2022,1,23,Notre-Dame-des-Champs,3,1971-1990,non meublé,28.3,33.96,19.81,PARIS,7510623
2024,4,20,Sorbonne,4,Apres 1990,meublé,28.6,34.3,20.0,PARIS,7510520
2021,9,46,Picpus,3,1946-1970,non meublé,18.4,22.08,12.88,PARIS,7511246
2019,8,57,Saint-Lambert,4,Avant 1946,meublé,24.1,28.9,16.9,PARIS,7511557
2022,4,9,Arts-et-Metiers,3,1946-1970,meublé,25.1,30.12,17.57,PARIS,7510309
2022,4,12,Sainte-Avoie,1,1971-1990,meublé,34.7,41.64,24.29,PARIS,7510312
2023,10,18,Jardin-des-Plantes,4,Avant 1946,non meublé,22.0,26.4,15.4,PARIS,7510518
2019,5,33,Saint-Georges,1,Avant 1946,non meublé,28.8,34.6,20.2,PARIS,7510933
2025,6,65,Ternes,3,Avant 1946,meublé,30.6,36.7,21.4,PARIS,7511765
2024,4,10,Enfants-Rouges,3,Avant 1946,meublé,29.9,35.9,20.9,PARIS,7510310
2020,3,32,Europe,3,Apres 1990,meublé,27.2,32.64,19.04,PARIS,7510832
2022,3,64,Chaillot,2,1946-1970,meublé,30.3,36.36,21.21,PARIS,7511664
2021,11,40,Hôpital-Saint-Louis,1,Avant 1946,meublé,32.2,38.64,22.54,PARIS,7511040
2023,4,11,Archives,4,Apres 1990,non meublé,25.0,30.0,17.5,PARIS,7510311
2021,5,36,Rochechouart,1,1971-1990,meublé,30.5,36.6,21.35,PARIS,7510936
2020,7,59,Grenelle,3,Avant 1946,non meublé,22.9,27.48,16.03,PARIS,7511559
2022,11,43,Roquette,4,1971-1990,meublé,23.0,27.6,16.1,PARIS,7511143
2024,2,24,Saint-Germain-des-Prés,1,Apres 1990,meublé,35.0,42.0,24.5,PARIS,7510624
2022,10,67,Batignolles,3,1971-1990,non meublé,21.9,26.28,15.33,PARIS,7511767
2023,2,5,Gaillon,2,Apres 1990,non meublé,26.9,32.3,18.8,PARIS,7510205
2020,5,35,Faubourg-Montmartre,2,1971-1990,non meublé,22.4,26.88,15.68,PARIS,7510935
2020,2,22,Odeon,1,Avant 1946,non meublé,32.7,39.24,22.89,PARIS,7510622
2022,5,2,Halles,1,Apres 1990,non meublé,28.9,34.68,20.23,PARIS,7510102
2019,9,70,Clignancourt,3,Apres 1990,non meublé,22.4,26.9,15.7,PARIS,7511870
2025,4,17,Saint-Victor,2,Avant 1946,meublé,34.3,41.2,24.0,PARIS,7510517
2023,13,74,Pont-de-Flandre,3,Apres 1990,non meublé,19.2,23.0,13.4,PARIS,7511974
2022,4,7,Mail,1,1946-1970,non meublé,31.0,37.2,21.7,PARIS,7510207
2021,6,65,Ternes,3,1946-1970,meublé,26.2,31.44,18.34,PARIS,7511765
2019,13,50,Gare,1,1946-1970,non meublé,22.3,26.8,15.6,PARIS,7511350
2023,5,38,Porte-Saint-Denis,2,Apres 1990,non meublé,26.7,32.0,18.7,PARIS,7511038
2024,6,65,Ternes,3,1946-1970,meublé,28.6,34.3,20.0,PARIS,7511765
2022,2,31,Madeleine,4,Avant 1946,meublé,29.0,34.8,20.3,PARIS,7510831
2025,13,80,Charonne,2,Apres 1990,meublé,25.4,30.5,17.8,PARIS,7512080
2019,9,46,Picpus,3,Apres 1990,meublé,25.3,30.4,17.7,PARIS,7511246
2025,2,3,Palais-Royal,4,1971-1990,non meublé,23.8,28.6,16.7,PARIS,7510103
2024,7,59,Grenelle,1,1946-1970,meublé,30.8,37.0,21.6,PARIS,7511559
2022,4,8,Bonne-Nouvelle,4,1971-1990,non meublé,23.2,27.84,16.24,PARIS,7510208
2021,13,50,Gare,2,1971-1990,non meublé,18.2,21.84,12.74,PARIS,7511350
2021,2,1,St-Germain-l'Auxerrois,3,1971-1990,non meublé,23.1,27.72,16.17,PARIS,7510101
2019,4,11,Archives,3,Apres 1990,meublé,24.5,29.4,17.2,PARIS,7510311
2023,2,22,Odeon,4,1946-1970,meublé,26.7,32.0,18.7,PARIS,7510622
2020,4,11,Archives,3,Avant 1946,meublé,28.3,33.96,19.81,PARIS,7510311
2020,2,1,St-Germain-l'Auxerrois,4,1946-1970,meublé,25.9,31.08,18.13,PARIS,7510101
2024,11,71,Goutte-d'Or,3,1946-1970,non meublé,20.3,24.4,14.2,PARIS,7511871
2021,10,44,Sainte-Marguerite,4,Apres 1990,non meublé,23.6,28.32,16.52,PARIS,7511144
2024,9,70,Clignancourt,2,Apres 1990,non meublé,24.9,29.9,17.4,PARIS,7511870
2021,11,68,Epinettes,1,1946-1970,meublé,27.7,33.24,19.39,PARIS,7511768
2019,11,54,Parc-de-Montsouris,1,1946-1970,non meublé,23.5,28.2,16.5,PARIS,7511454
2024,14,76,Combat,4,1971-1990,non meublé,17.5,21.0,12.3,PARIS,7511976
2024,13,73,Villette,3,1946-1970,non meublé,17.6,21.1,12.3,PARIS,7511973
2025,1,25,Saint-Thomas-d'Aquin,4,Apres 1990,meublé,35.9,43.1,25.1,PARIS,7510725
2022,8,57,Saint-Lambert,2,Avant 1946,non meublé,23.3,27.96,16.31,PARIS,7511557
2024,13,50,Gare,3,1946-1970,non meublé,17.6,21.1,12.3,PARIS,7511350
2020,1,27,Ecole-Militaire,1,1971-1990,non meublé,31.8,38.16,22.26,PARIS,7510727
2024,5,35,Faubourg-Montmartre,4,Avant 1946,meublé,24.2,29.0,16.9,PARIS,7510935
2022,13,73,Villette,3,Apres 1990,non meublé,18.8,22.56,13.16,PARIS,7511973
2022,5,53,Montparnasse,2,Avant 1946,non meublé,25.8,30.96,18.06,PARIS,7511453
2022,14,76,Combat,2,Avant 1946,meublé,26.1,31.32,18.27,PARIS,7511976
2021,4,12,Sainte-Avoie,3,Apres 1990,non meublé,23.8,28.56,16.66,PARIS,7510312
2019,13,73,Villette,1,1971-1990,meublé,23.7,28.4,16.6,PARIS,7511973
2023,10,44,Sainte-Marguerite,4,1946-1970,meublé,23.7,28.4,16.6,PARIS,7511144
2019,2,21,Monnaie,3,1946-1970,non meublé,21.5,25.8,15.1,PARIS,7510621
2021,14,79,Père-Lachaise,2,Avant 1946,non meublé,23.0,27.6,16.1,PARIS,7512079
2020,11,43,Roquette,1,Avant 1946,meublé,31.8,38.16,22.26,PARIS,7511143
2023,14,76,Combat,1,Apres 1990,non meublé,25.6,30.7,17.9,PARIS,7511976
2022,2,30,Faubourg-du-Roule,4,1946-1970,meublé,26.3,31.56,18.41,PARIS,7510830
2021,11,48,Quinze-Vingts,3,Avant 1946,non meublé,23.3,27.96,16.31,PARIS,7511248
2019,3,64,Chaillot,3,Avant 1946,meublé,27.1,32.5,19.0,PARIS,7511664
2021,4,14,Saint-Gervais,3,Avant 1946,meublé,28.5,34.2,19.95,PARIS,7510414
2022,10,55,Petit-Montrouge,3,Avant 1946,non meublé,24.2,29.04,16.94,PARIS,7511455
2021,2,31,Madeleine,1,1971-1990,meublé,32.1,38.52,22.47,PARIS,7510831
2025,9,69,Grandes-Carrières,2,Avant 1946,meublé,29.1,34.9,20.4,PARIS,7511869
2020,10,44,Sainte-Marguerite,3,Apres 1990,non meublé,23.4,28.08,16.38,PARIS,7511144
2023,14,76,Combat,2,1946-1970,meublé,24.1,28.9,16.9,PARIS,7511976
2025,2,3,Palais-Royal,2,1946-1970,non meublé,28.5,34.2,20.0,PARIS,7510103
2020,4,17,Saint-Victor,3,Apres 1990,non meublé,23.0,27.6,16.1,PARIS,7510517
2023,4,11,Archives,2,Avant 1946,non meublé,28.7,34.4,20.1,PARIS,7510311
2023,5,35,Faubourg-Montmartre,1,Avant 1946,non meublé,30.4,36.5,21.3,PARIS,7510935
2024,11,41,Folie-Méricourt,3,1946-1970,meublé,23.1,27.7,16.2,PARIS,7511141
2024,3,62,Muette,3,1946-1970,non meublé,27.2,32.6,19.0,PARIS,7511662
2020,5,36,Rochechouart,2,1971-1990,non meublé,22.4,26.88,15.68,PARIS,7510936
2021,13,75,Amérique,4,1946-1970,meublé,16.2,19.44,11.34,PARIS,7511975
2022,3,32,Europe,3,Apres 1990,non meublé,24.8,29.76,17.36,PARIS,7510832
2024,14,45,Bel-Air,3,1946-1970,non meublé,20.1,24.1,14.1,PARIS,7511245
2022,13,72,La Chapelle,3,1946-1970,meublé,19.2,23.04,13.44,PARIS,7511872
2021,13,50,Gare,1,1946-1970,non meublé,24.2,29.04,16.94,PARIS,7511350
2019,13,72,La Chapelle,4,1971-1990,meublé,17.3,20.8,12.1,PARIS,7511872
2019,5,2,Halles,3,Apres 1990,non meublé,23.9,28.7,16.7,PARIS,7510102
2019,3,32,Europe,3,1971-1990,non meublé,25.0,30.0,17.5,PARIS,7510832
2021,4,14,Saint-Gervais,3,1946-1970,non meublé,21.9,26.28,15.33,PARIS,7510414
2021,14,47,Bercy,4,Avant 1946,meublé,22.3,26.76,15.61,PARIS,7511247
2019,1,25,Saint-Thomas-d'Aquin,4,1946-1970,meublé,25.8,31.0,18.1,PARIS,7510725
2022,3,62,Muette,3,Apres 1990,non meublé,24.8,29.76,17.36,PARIS,7511662
2025,11,43,Roquette,3,Apres 1990,meublé,26.3,31.6,18.4,PARIS,7511143
2023,11,77,Belleville,3,1971-1990,meublé,22.7,27.2,15.9,PARIS,7512077
2021,4,12,Sainte-Avoie,4,1946-1970,meublé,26.2,31.44,18.34,PARIS,7510312
2021,5,52,Croulebarbe,2,Avant 1946,non meublé,25.3,30.36,17.71,PARIS,7511352
2025,10,42,Saint-Ambroise,2,1946-1970,meublé,27.5,33.0,19.3,PARIS,7511142
2022,1,26,Invalides,2,1971-1990,meublé,31.2,37.44,21.84,PARIS,7510726
2021,13,72,La Chapelle,4,Avant 1946,meublé,23.0,27.6,16.1,PARIS,7511872
2024,10,67,Batignolles,4,1971-1990,meublé,25.9,31.1,18.1,PARIS,7511767
2019,4,8,Bonne-Nouvelle,2,1971-1990,non meublé,22.5,27.0,15.8,PARIS,7510208
2021,4,17,Saint-Victor,1,1971-1990,non meublé,30.7,36.84,21.49,PARIS,7510517
2024,10,67,Batignolles,3,Apres 1990,non meublé,21.8,26.2,15.3,PARIS,7511767
2025,10,49,Salpêtrière,4,1946-1970,meublé,26.0,31.2,18.2,PARIS,7511349
2020,2,4,Place-Vendôme,4,Apres 1990,non meublé,26.2,31.44,18.34,PARIS,7510104
2024,6,58,Necker,2,Avant 1946,non meublé,27.3,32.8,19.1,PARIS,7511558
2024,2,13,Saint-Merri,2,1946-1970,non meublé,27.6,33.1,19.3,PARIS,7510413
2020,11,39,Porte-Saint-Martin,3,Avant 1946,meublé,26.0,31.2,18.2,PARIS,7511039
2022,2,13,Saint-Merri,4,Avant 1946,meublé,29.0,34.8,20.3,PARIS,7510413
2022,4,14,Saint-Gervais,1,1946-1970,non meublé,31.0,37.2,21.7,PARIS,7510414
2025,4,19,Val-de-Grace,4,Avant 1946,meublé,31.1,37.3,21.8,PARIS,7510519
2021,13,78,Saint-Fargeau,3,1946-1970,non meublé,16.8,20.16,11.76,PARIS,7512078
2022,10,55,Petit-Montrouge,4,Avant 1946,meublé,24.4,29.28,17.08,PARIS,7511455
2023,9,46,Picpus,3,Avant 1946,meublé,25.3,30.4,17.7,PARIS,7511246
2023,3,64,Chaillot,3,1946-1970,non meublé,26.8,32.2,18.8,PARIS,7511664
2022,3,63,Porte-Dauphine,1,1971-1990,meublé,33.4,40.08,23.38,PARIS,7511663
2023,11,41,Folie-Méricourt,1,Avant 1946,meublé,32.9,39.5,23.0,PARIS,7511141
2025,5,37,Saint-Vincent-de-Paul,1,Apres 1990,meublé,34.2,41.0,23.9,PARIS,7511037
2023,12,51,Maison-Blanche,3,1946-1970,non meublé,20.7,24.8,14.5,PARIS,7511351
2025,9,70,Clignancourt,1,Avant 1946,non meublé,28.9,34.7,20.2,PARIS,7511870
2022,1,27,Ecole-Militaire,2,Avant 1946,meublé,32.5,39.0,22.75,PARIS,7510727
2020,13,78,Saint-Fargeau,1,1946-1970,non meublé,22.9,27.48,16.03,PARIS,7512078
2019,2,1,St-Germain-l'Auxerrois,3,1971-1990,non meublé,22.2,26.6,15.5,PARIS,7510101
2021,4,7,Mail,4,Apres 1990,non meublé,25.1,30.12,17.57,PARIS,7510207
2022,11,40,Hôpital-Saint-Louis,1,1946-1970,meublé,28.2,33.84,19.74,PARIS,7511040
2024,11,54,Parc-de-Montsouris,2,Apres 1990,meublé,25.8,31.0,18.1,PARIS,7511454
2020,2,15,Arsenal,1,1946-1970,non meublé,31.9,38.28,22.33,PARIS,7510415
2020,13,50,Gare,2,Apres 1990,meublé,23.7,28.44,16.59,PARIS,7511350
2023,10,42,Saint-Ambroise,2,1971-1990,meublé,26.7,32.0,18.7,PARIS,7511142
2021,1,26,Invalides,1,1946-1970,non meublé,32.8,39.36,22.96,PARIS,7510726
2024,2,13,Saint-Merri,4,1971-1990,meublé,26.3,31.6,18.4,PARIS,7510413
2019,1,25,Saint-Thomas-d'Aquin,1,1971-1990,non meublé,30.8,37.0,21.6,PARIS,7510725
2024,5,36,Rochechouart,2,1946-1970,meublé,30.2,36.2,21.1,PARIS,7510936
2023,3,62,Muette,2,Apres 1990,meublé,32.2,38.6,22.5,PARIS,7511662
2023,11,39,Porte-Saint-Martin,1,1946-1970,non meublé,25.2,30.2,17.6,PARIS,7511039
2022,11,41,Folie-Méricourt,3,Apres 1990,meublé,24.6,29.52,17.22,PARIS,7511141
2020,9,70,Clignancourt,4,Apres 1990,meublé,22.6,27.12,15.82,PARIS,7511870
2022,8,57,Saint-Lambert,4,1971-1990,non meublé,22.6,27.12,15.82,PARIS,7511557
2022,2,1,St-Germain-l'Auxerrois,1,1946-1970,non meublé,31.7,38.04,22.19,PARIS,7510101
2019,13,50,Gare,4,Avant 1946,meublé,22.3,26.8,15.6,PARIS,7511350
2025,6,65,Ternes,3,Apres 1990,non meublé,25.2,30.2,17.6,PARIS,7511765
2022,13,74,Pont-de-Flandre,2,1971-1990,meublé,20.7,24.84,14.49,PARIS,7511974
2025,11,77,Belleville,2,1946-1970,meublé,29.0,34.8,20.3,PARIS,7512077
2023,12,56,Plaisance,4,1946-1970,meublé,21.5,25.8,15.1,PARIS,7511456
2021,9,46,Picpus,3,Apres 1990,non meublé,22.3,26.76,15.61,PARIS,7511246
2021,2,15,Arsenal,3,Avant 1946,meublé,30.9,37.08,21.63,PARIS,7510415
2024,5,35,Faubourg-Montmartre,3,1971-1990,non meublé,22.6,27.1,15.8,PARIS,7510935
2019,5,36,Rochechouart,4,Avant 1946,meublé,22.4,26.9,15.7,PARIS,7510936
2021,4,9,Arts-et-Metiers,1,Apres 1990,meublé,31.7,38.04,22.19,PARIS,7510309
2024,1,28,Gros-Caillou,3,1971-1990,non meublé,28.4,34.1,19.9,PARIS,7510728
2020,13,72,La Chapelle,3,Apres 1990,meublé,20.3,24.36,14.21,PARIS,7511872
2023,3,63,Porte-Dauphine,4,Apres 1990,non meublé,25.9,31.1,18.1,PARIS,7511663
2024,7,61,Auteuil,1,Avant 1946,non meublé,29.4,35.3,20.6,PARIS,7511661
2023,1,26,Invalides,2,Avant 1946,meublé,32.9,39.5,23.0,PARIS,7510726
2022,11,54,Parc-de-Montsouris,3,1946-1970,non meublé,19.5,23.4,13.65,PARIS,7511454
2022,5,35,Faubourg-Montmartre,4,Apres 1990,non meublé,21.2,25.44,14.84,PARIS,7510935
2024,5,2,Halles,1,1946-1970,meublé,33.2,39.8,23.2,PARIS,7510102
2019,10,44,Sainte-Marguerite,2,1946-1970,meublé,23.6,28.3,16.5,PARIS,7511144
2023,10,67,Batignolles,3,1971-1990,meublé,25.0,30.0,17.5,PARIS,7511767
2021,11,68,Epinettes,2,1971-1990,meublé,26.2,31.44,18.34,PARIS,7511768
2024,11,68,Epinettes,1,1971-1990,meublé,30.8,37.0,21.6,PARIS,7511768
2025,13,80,Charonne,1,1971-1990,non meublé,22.2,26.6,15.5,PARIS,7512080
2022,5,2,Halles,3,1971-1990,non meublé,21.0,25.2,14.7,PARIS,7510102
2020,2,5,Gaillon,3,1971-1990,meublé,25.2,30.24,17.64,PARIS,7510205
2022,4,11,Archives,1,1946-1970,meublé,34.9,41.88,24.43,PARIS,7510311
2025,11,41,Folie-Méricourt,2,Apres 1990,non meublé,23.4,28.1,16.4,PARIS,7511141
2021,4,17,Saint-Victor,2,Apres 1990,meublé,27.2,32.64,19.04,PARIS,7510517
2019,4,17,Saint-Victor,4,1946-1970,meublé,25.8,31.0,18.1,PARIS,7510517
2021,13,73,Villette,4,Apres 1990,non meublé,16.6,19.92,11.62,PARIS,7511973
2025,5,35,Faubourg-Montmartre,2,1971-1990,non meublé,26.3,31.6,18.4,PARIS,7510935
2022,1,23,Notre-Dame-des-Champs,2,1946-1970,meublé,31.3,37.56,21.91,PARIS,7510623
2025,2,34,Chaussée-d'Antin,1,Apres 1990,meublé,36.0,43.2,25.2,PARIS,7510934
2020,11,39,Porte-Saint-Martin,3,Apres 1990,non meublé,20.9,25.08,14.63,PARIS,7511039
2020,2,30,Faubourg-du-Roule,3,Avant 1946,non meublé,27.2,32.64,19.04,PARIS,7510830
2024,10,49,Salpêtrière,1,1971-1990,meublé,31.6,37.9,22.1,PARIS,7511349
2022,13,50,Gare,1,1971-1990,meublé,24.0,28.8,16.8,PARIS,7511350
2019,11,71,Goutte-d'Or,1,Avant 1946,non meublé,27.7,33.2,19.4,PARIS,7511871
2021,1,23,Notre-Dame-des-Champs,1,Apres 1990,non meublé,34.8,41.76,24.36,PARIS,7510623
2023,4,14,Saint-Gervais,1,1971-1990,meublé,34.8,41.8,24.4,PARIS,7510414
2020,11,40,Hôpital-Saint-Louis,3,1946-1970,non meublé,18.9,22.68,13.23,PARIS,7511040
2025,3,63,Porte-Dauphine,1,Avant 1946,non meublé,30.5,36.6,21.4,PARIS,7511663
2021,4,17,Saint-Victor,1,Avant 1946,non meublé,31.5,37.8,22.05,PARIS,7510517
2023,10,44,Sainte-Marguerite,1,Avant 1946,non meublé,29.8,35.8,20.9,PARIS,7511144
2022,2,30,Faubourg-du-Roule,1,1946-1970,meublé,35.7,42.84,24.99,PARIS,7510830
2020,2,30,Faubourg-du-Roule,4,1946-1970,non meublé,22.9,27.48,16.03,PARIS,7510830
